Java HotSpot(TM) 64-Bit Server VM (25.271-b09) for bsd-amd64 JRE (1.8.0_271-b09), built on Sep 16 2020 16:54:38 by "java_re" with gcc 4.2.1 Compatible Apple LLVM 10.0.0 (clang-1000.11.45.5)
Memory: 4k page, physical 16777216k(1085632k free)

/proc/meminfo:

CommandLine flags: -XX:InitialHeapSize=8589934592 -XX:MaxHeapSize=8589934592 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:+UseParallelGC 
2021-01-19T13:38:15.485-0800: 1.244: [GC (Allocation Failure) [PSYoungGen: 2097664K->333278K(2446848K)] 2097664K->333286K(8039424K), 0.1553360 secs] [Times: user=0.17 sys=0.36, real=0.16 secs] 
2021-01-19T13:38:54.411-0800: 40.171: [GC (Allocation Failure) [PSYoungGen: 2443221K->326597K(2456064K)] 7247026K->5175897K(8048640K), 0.0599594 secs] [Times: user=0.27 sys=0.07, real=0.06 secs] 
2021-01-19T13:38:54.735-0800: 40.495: [GC (Allocation Failure) [PSYoungGen: 2442693K->321785K(2457600K)] 7291993K->5211854K(8050176K), 0.0566732 secs] [Times: user=0.22 sys=0.05, real=0.06 secs] 
2021-01-19T13:38:55.073-0800: 40.833: [GC (Allocation Failure) [PSYoungGen: 2440441K->331648K(2450432K)] 7330510K->5264081K(8043008K), 0.0578954 secs] [Times: user=0.28 sys=0.05, real=0.06 secs] 
2021-01-19T13:38:55.410-0800: 41.169: [GC (Allocation Failure) [PSYoungGen: 2450304K->313638K(2454528K)] 7382737K->5286757K(8047104K), 0.0557824 secs] [Times: user=0.25 sys=0.04, real=0.05 secs] 
2021-01-19T13:38:55.730-0800: 41.489: [GC (Allocation Failure) [PSYoungGen: 2428710K->337340K(2452480K)] 7401829K->5351219K(8045056K), 0.0567959 secs] [Times: user=0.26 sys=0.05, real=0.05 secs] 
2021-01-19T13:38:56.089-0800: 41.848: [GC (Allocation Failure) [PSYoungGen: 2452412K->325582K(2454016K)] 7466291K->5385798K(8046592K), 0.0658370 secs] [Times: user=0.27 sys=0.07, real=0.07 secs] 
2021-01-19T13:38:56.420-0800: 42.179: [GC (Allocation Failure) [PSYoungGen: 2436046K->315874K(2452480K)] 7496262K->5421443K(8045056K), 0.0621209 secs] [Times: user=0.28 sys=0.07, real=0.06 secs] 
2021-01-19T13:38:56.775-0800: 42.535: [GC (Allocation Failure) [PSYoungGen: 2426338K->319803K(2455040K)] 7531907K->5468917K(8047616K), 0.0603713 secs] [Times: user=0.29 sys=0.07, real=0.06 secs] 
2021-01-19T13:38:57.114-0800: 42.874: [GC (Allocation Failure) [PSYoungGen: 2432827K->306512K(2419712K)] 7581941K->5509478K(8012288K), 0.0782427 secs] [Times: user=0.32 sys=0.10, real=0.08 secs] 
2021-01-19T13:38:57.453-0800: 43.213: [GC (Allocation Failure) [PSYoungGen: 2419536K->326313K(2454016K)] 7622502K->5572288K(8046592K), 0.0748954 secs] [Times: user=0.30 sys=0.08, real=0.07 secs] 
2021-01-19T13:38:57.798-0800: 43.557: [GC (Allocation Failure) [PSYoungGen: 2437801K->317048K(2453504K)] 7683776K->5603862K(8046080K), 0.0534698 secs] [Times: user=0.32 sys=0.06, real=0.06 secs] 
2021-01-19T13:38:58.130-0800: 43.890: [GC (Allocation Failure) [PSYoungGen: 2428536K->317696K(2456064K)] 7715350K->5645905K(8048640K), 0.0537578 secs] [Times: user=0.33 sys=0.06, real=0.05 secs] 
2021-01-19T13:38:58.473-0800: 44.232: [GC (Allocation Failure) [PSYoungGen: 2432768K->324442K(2455040K)] 7760977K->5702319K(8047616K), 0.0544168 secs] [Times: user=0.32 sys=0.08, real=0.05 secs] 
2021-01-19T13:38:58.806-0800: 44.565: [GC (Allocation Failure) [PSYoungGen: 2439514K->312067K(2456064K)] 7817391K->5734635K(8048640K), 0.0541625 secs] [Times: user=0.31 sys=0.07, real=0.06 secs] 
2021-01-19T13:38:59.154-0800: 44.914: [GC (Allocation Failure) [PSYoungGen: 2429187K->334718K(2451968K)] 7851755K->5795578K(8044544K), 0.0555393 secs] [Times: user=0.34 sys=0.07, real=0.06 secs] 
2021-01-19T13:38:59.488-0800: 45.248: [GC (Allocation Failure) [PSYoungGen: 2451838K->334448K(2448384K)] 7912698K->5831844K(8040960K), 0.0649951 secs] [Times: user=0.32 sys=0.07, real=0.07 secs] 
2021-01-19T13:38:59.832-0800: 45.592: [GC (Allocation Failure) [PSYoungGen: 2440304K->323796K(2450944K)] 7937700K->5867497K(8043520K), 0.0670531 secs] [Times: user=0.32 sys=0.08, real=0.06 secs] 
2021-01-19T13:38:59.899-0800: 45.659: [Full GC (Ergonomics) [PSYoungGen: 323796K->0K(2450944K)] [ParOldGen: 5543701K->375626K(5592576K)] 5867497K->375626K(8043520K), [Metaspace: 2589K->2589K(1056768K)], 0.4391856 secs] [Times: user=0.28 sys=1.15, real=0.44 secs] 
2021-01-19T13:39:00.606-0800: 46.366: [GC (Allocation Failure) [PSYoungGen: 2105856K->327331K(2453504K)] 2481482K->702958K(8046080K), 0.0440898 secs] [Times: user=0.21 sys=0.00, real=0.05 secs] 
2021-01-19T13:39:00.936-0800: 46.696: [GC (Allocation Failure) [PSYoungGen: 2437795K->323939K(2452992K)] 2813422K->740834K(8045568K), 0.0539083 secs] [Times: user=0.19 sys=0.11, real=0.06 secs] 
2021-01-19T13:39:01.262-0800: 47.021: [GC (Allocation Failure) [PSYoungGen: 2434403K->319231K(2456064K)] 2851298K->780280K(8048640K), 0.0482806 secs] [Times: user=0.17 sys=0.14, real=0.05 secs] 
2021-01-19T13:39:01.593-0800: 47.352: [GC (Allocation Failure) [PSYoungGen: 2434815K->321766K(2455552K)] 2895864K->820697K(8048128K), 0.0459664 secs] [Times: user=0.16 sys=0.13, real=0.04 secs] 
2021-01-19T13:39:01.924-0800: 47.683: [GC (Allocation Failure) [PSYoungGen: 2437350K->315828K(2457600K)] 2936281K->857842K(8050176K), 0.0475282 secs] [Times: user=0.17 sys=0.15, real=0.05 secs] 
2021-01-19T13:39:02.245-0800: 48.005: [GC (Allocation Failure) [PSYoungGen: 2434996K->324775K(2457600K)] 2977010K->912836K(8050176K), 0.0486125 secs] [Times: user=0.14 sys=0.17, real=0.05 secs] 
2021-01-19T13:39:02.585-0800: 48.345: [GC (Allocation Failure) [PSYoungGen: 2443943K->317417K(2459136K)] 3032004K->951077K(8051712K), 0.0507472 secs] [Times: user=0.16 sys=0.16, real=0.05 secs] 
2021-01-19T13:39:02.919-0800: 48.678: [GC (Allocation Failure) [PSYoungGen: 2439145K->322869K(2458624K)] 3072805K->1000915K(8051200K), 0.0513295 secs] [Times: user=0.16 sys=0.17, real=0.06 secs] 
2021-01-19T13:39:03.255-0800: 49.014: [GC (Allocation Failure) [PSYoungGen: 2444597K->313328K(2460160K)] 3122643K->1034059K(8052736K), 0.0490449 secs] [Times: user=0.14 sys=0.14, real=0.05 secs] 
2021-01-19T13:39:03.572-0800: 49.332: [GC (Allocation Failure) [PSYoungGen: 2437616K->315298K(2460160K)] 3158347K->1078200K(8052736K), 0.0509919 secs] [Times: user=0.15 sys=0.14, real=0.05 secs] 
2021-01-19T13:39:03.897-0800: 49.656: [GC (Allocation Failure) [PSYoungGen: 2439586K->333536K(2453504K)] 3202488K->1139693K(8046080K), 0.0571567 secs] [Times: user=0.17 sys=0.16, real=0.06 secs] 
2021-01-19T13:39:04.228-0800: 49.988: [GC (Allocation Failure) [PSYoungGen: 2451680K->328356K(2446848K)] 3257837K->1181579K(8039424K), 0.0558679 secs] [Times: user=0.16 sys=0.17, real=0.06 secs] 
2021-01-19T13:39:04.559-0800: 50.319: [GC (Allocation Failure) [PSYoungGen: 2446500K->329314K(2454528K)] 3299723K->1229152K(8047104K), 0.0526501 secs] [Times: user=0.16 sys=0.17, real=0.06 secs] 
2021-01-19T13:39:04.877-0800: 50.637: [GC (Allocation Failure) [PSYoungGen: 2444386K->327200K(2455552K)] 3344224K->1273585K(8048128K), 0.0597170 secs] [Times: user=0.16 sys=0.15, real=0.06 secs] 
2021-01-19T13:39:05.206-0800: 50.965: [GC (Allocation Failure) [PSYoungGen: 2442272K->309306K(2454016K)] 3388657K->1300718K(8046592K), 0.0611851 secs] [Times: user=0.16 sys=0.14, real=0.06 secs] 
2021-01-19T13:39:05.551-0800: 51.311: [GC (Allocation Failure) [PSYoungGen: 2423354K->329357K(2443776K)] 3414766K->1363581K(8036352K), 0.0622653 secs] [Times: user=0.16 sys=0.13, real=0.06 secs] 
2021-01-19T13:39:05.893-0800: 51.653: [GC (Allocation Failure) [PSYoungGen: 2443405K->341392K(2444288K)] 3477629K->1413918K(8036864K), 0.0630584 secs] [Times: user=0.19 sys=0.14, real=0.06 secs] 
2021-01-19T13:39:06.234-0800: 51.994: [GC (Allocation Failure) [PSYoungGen: 2444176K->324953K(2449408K)] 3516702K->1447525K(8041984K), 0.0683465 secs] [Times: user=0.15 sys=0.18, real=0.07 secs] 
2021-01-19T13:39:06.580-0800: 52.340: [GC (Allocation Failure) [PSYoungGen: 2427737K->315697K(2451968K)] 3550309K->1484732K(8044544K), 0.0615495 secs] [Times: user=0.17 sys=0.14, real=0.06 secs] 
2021-01-19T13:39:06.932-0800: 52.691: [GC (Allocation Failure) [PSYoungGen: 2423089K->312707K(2451456K)] 3592124K->1527367K(8044032K), 0.0536067 secs] [Times: user=0.18 sys=0.12, real=0.05 secs] 
2021-01-19T13:39:07.263-0800: 53.022: [GC (Allocation Failure) [PSYoungGen: 2420099K->318118K(2453504K)] 3634759K->1571741K(8046080K), 0.0472595 secs] [Times: user=0.18 sys=0.13, real=0.05 secs] 
2021-01-19T13:39:07.571-0800: 53.330: [GC (Allocation Failure) [PSYoungGen: 2427558K->326917K(2451968K)] 3681181K->1626645K(8044544K), 0.0501827 secs] [Times: user=0.16 sys=0.15, real=0.05 secs] 
2021-01-19T13:39:07.895-0800: 53.655: [GC (Allocation Failure) [PSYoungGen: 2436357K->312292K(2453504K)] 3736085K->1658162K(8046080K), 0.0505823 secs] [Times: user=0.17 sys=0.13, real=0.05 secs] 
2021-01-19T13:39:08.230-0800: 53.990: [GC (Allocation Failure) [PSYoungGen: 2423268K->321635K(2453504K)] 3769138K->1707752K(8046080K), 0.0473283 secs] [Times: user=0.16 sys=0.14, real=0.04 secs] 
2021-01-19T13:39:08.549-0800: 54.309: [GC (Allocation Failure) [PSYoungGen: 2432611K->322187K(2457600K)] 3818728K->1749644K(8050176K), 0.0486546 secs] [Times: user=0.17 sys=0.14, real=0.05 secs] 
2021-01-19T13:39:08.874-0800: 54.634: [GC (Allocation Failure) [PSYoungGen: 2439307K->336149K(2453504K)] 3866764K->1805575K(8046080K), 0.0522667 secs] [Times: user=0.18 sys=0.12, real=0.05 secs] 
2021-01-19T13:39:09.215-0800: 54.975: [GC (Allocation Failure) [PSYoungGen: 2453269K->321136K(2455040K)] 3922695K->1828479K(8047616K), 0.0462026 secs] [Times: user=0.20 sys=0.11, real=0.05 secs] 
2021-01-19T13:39:09.530-0800: 55.290: [GC (Allocation Failure) [PSYoungGen: 2434160K->324298K(2454016K)] 3941503K->1877258K(8046592K), 0.0515072 secs] [Times: user=0.17 sys=0.13, real=0.05 secs] 
2021-01-19T13:39:09.851-0800: 55.611: [GC (Allocation Failure) [PSYoungGen: 2437322K->314221K(2456576K)] 3990282K->1912727K(8049152K), 0.0503706 secs] [Times: user=0.15 sys=0.16, real=0.05 secs] 
2021-01-19T13:39:10.176-0800: 55.936: [GC (Allocation Failure) [PSYoungGen: 2431341K->335557K(2452992K)] 4029847K->1970260K(8045568K), 0.0592372 secs] [Times: user=0.18 sys=0.12, real=0.06 secs] 
2021-01-19T13:39:10.498-0800: 56.257: [GC (Allocation Failure) [PSYoungGen: 2452677K->333773K(2449408K)] 4087380K->2012662K(8041984K), 0.0639456 secs] [Times: user=0.17 sys=0.15, real=0.07 secs] 
2021-01-19T13:39:10.831-0800: 56.591: [GC (Allocation Failure) [PSYoungGen: 2440653K->318468K(2451456K)] 4119542K->2038510K(8044032K), 0.0648260 secs] [Times: user=0.19 sys=0.14, real=0.06 secs] 
2021-01-19T13:39:11.175-0800: 56.935: [GC (Allocation Failure) [PSYoungGen: 2425348K->324424K(2454016K)] 4145390K->2087315K(8046592K), 0.0684922 secs] [Times: user=0.18 sys=0.12, real=0.07 secs] 
2021-01-19T13:39:11.520-0800: 57.279: [GC (Allocation Failure) [PSYoungGen: 2434888K->330570K(2452480K)] 4197779K->2133998K(8045056K), 0.0635349 secs] [Times: user=0.17 sys=0.12, real=0.06 secs] 
2021-01-19T13:39:11.867-0800: 57.627: [GC (Allocation Failure) [PSYoungGen: 2441034K->333177K(2450432K)] 4244462K->2176126K(8043008K), 0.0625962 secs] [Times: user=0.18 sys=0.13, real=0.07 secs] 
2021-01-19T13:39:12.189-0800: 57.949: [GC (Allocation Failure) [PSYoungGen: 2441081K->316627K(2451968K)] 4284030K->2201452K(8044544K), 0.0589796 secs] [Times: user=0.18 sys=0.13, real=0.06 secs] 
2021-01-19T13:39:12.512-0800: 58.272: [GC (Allocation Failure) [PSYoungGen: 2424531K->325163K(2454016K)] 4309356K->2251478K(8046592K), 0.0620361 secs] [Times: user=0.17 sys=0.12, real=0.06 secs] 
2021-01-19T13:39:12.847-0800: 58.607: [GC (Allocation Failure) [PSYoungGen: 2435627K->317682K(2452480K)] 4361942K->2288098K(8045056K), 0.0632339 secs] [Times: user=0.18 sys=0.13, real=0.07 secs] 
2021-01-19T13:39:13.173-0800: 58.933: [GC (Allocation Failure) [PSYoungGen: 2428146K->339825K(2446336K)] 4398562K->2352496K(8038912K), 0.0615421 secs] [Times: user=0.19 sys=0.14, real=0.06 secs] 
2021-01-19T13:39:13.504-0800: 59.264: [GC (Allocation Failure) [PSYoungGen: 2444657K->332076K(2437120K)] 4457328K->2391680K(8029696K), 0.0774703 secs] [Times: user=0.18 sys=0.19, real=0.08 secs] 
2021-01-19T13:39:13.869-0800: 59.629: [GC (Allocation Failure) [PSYoungGen: 2436908K->326149K(2451968K)] 4496512K->2428769K(8044544K), 0.0668002 secs] [Times: user=0.20 sys=0.13, real=0.07 secs] 
2021-01-19T13:39:14.201-0800: 59.961: [GC (Allocation Failure) [PSYoungGen: 2432005K->335905K(2449920K)] 4534625K->2477118K(8042496K), 0.0514544 secs] [Times: user=0.18 sys=0.14, real=0.05 secs] 
2021-01-19T13:39:14.524-0800: 60.284: [GC (Allocation Failure) [PSYoungGen: 2441761K->316313K(2449920K)] 4582974K->2506950K(8042496K), 0.0584404 secs] [Times: user=0.17 sys=0.17, real=0.06 secs] 
2021-01-19T13:39:14.863-0800: 60.623: [GC (Allocation Failure) [PSYoungGen: 2420121K->311575K(2415616K)] 4610758K->2551256K(8008192K), 0.0645386 secs] [Times: user=0.18 sys=0.16, real=0.06 secs] 
2021-01-19T13:39:15.190-0800: 60.950: [GC (Allocation Failure) [PSYoungGen: 2415383K->323784K(2451456K)] 4655064K->2607771K(8044032K), 0.0676608 secs] [Times: user=0.19 sys=0.14, real=0.06 secs] 
2021-01-19T13:39:15.527-0800: 61.287: [GC (Allocation Failure) [PSYoungGen: 2428616K->320459K(2449408K)] 4712603K->2646042K(8041984K), 0.0641932 secs] [Times: user=0.20 sys=0.13, real=0.07 secs] 
2021-01-19T13:39:15.873-0800: 61.633: [GC (Allocation Failure) [PSYoungGen: 2425291K->320369K(2454016K)] 4750874K->2692303K(8046592K), 0.0573704 secs] [Times: user=0.19 sys=0.12, real=0.06 secs] 
2021-01-19T13:39:16.203-0800: 61.963: [GC (Allocation Failure) [PSYoungGen: 2431345K->331694K(2452992K)] 4803279K->2751278K(8045568K), 0.0551604 secs] [Times: user=0.16 sys=0.16, real=0.05 secs] 
2021-01-19T13:39:16.549-0800: 62.309: [GC (Allocation Failure) [PSYoungGen: 2442670K->323983K(2454528K)] 4862254K->2785423K(8047104K), 0.0538773 secs] [Times: user=0.20 sys=0.14, real=0.06 secs] 
2021-01-19T13:39:16.853-0800: 62.613: [GC (Allocation Failure) [PSYoungGen: 2435471K->325902K(2452992K)] 4896911K->2830782K(8045568K), 0.0508442 secs] [Times: user=0.19 sys=0.14, real=0.05 secs] 
2021-01-19T13:39:17.162-0800: 62.922: [GC (Allocation Failure) [PSYoungGen: 2437390K->327059K(2456576K)] 4942270K->2872110K(8049152K), 0.0514054 secs] [Times: user=0.20 sys=0.13, real=0.05 secs] 
2021-01-19T13:39:17.474-0800: 63.234: [GC (Allocation Failure) [PSYoungGen: 2443667K->331710K(2448384K)] 4988718K->2920487K(8040960K), 0.0510290 secs] [Times: user=0.18 sys=0.15, real=0.05 secs] 
2021-01-19T13:39:17.787-0800: 63.546: [GC (Allocation Failure) [PSYoungGen: 2448318K->319765K(2456064K)] 5037095K->2949350K(8048640K), 0.0509613 secs] [Times: user=0.20 sys=0.14, real=0.05 secs] 
2021-01-19T13:39:18.112-0800: 63.872: [GC (Allocation Failure) [PSYoungGen: 2435349K->326717K(2455552K)] 5064934K->2996520K(8048128K), 0.0508849 secs] [Times: user=0.19 sys=0.12, real=0.05 secs] 
2021-01-19T13:39:18.432-0800: 64.192: [GC (Allocation Failure) [PSYoungGen: 2442301K->326875K(2457600K)] 5112104K->3045715K(8050176K), 0.0530733 secs] [Times: user=0.18 sys=0.15, real=0.05 secs] 
2021-01-19T13:39:18.760-0800: 64.520: [GC (Allocation Failure) [PSYoungGen: 2445019K->322563K(2456576K)] 5163859K->3084781K(8049152K), 0.0543278 secs] [Times: user=0.19 sys=0.15, real=0.05 secs] 
2021-01-19T13:39:19.103-0800: 64.863: [GC (Allocation Failure) [PSYoungGen: 2440707K->329244K(2458112K)] 5202925K->3135545K(8050688K), 0.0525885 secs] [Times: user=0.19 sys=0.13, real=0.05 secs] 
2021-01-19T13:39:19.431-0800: 65.191: [GC (Allocation Failure) [PSYoungGen: 2449436K->314652K(2435072K)] 5255737K->3165857K(8027648K), 0.0538529 secs] [Times: user=0.21 sys=0.15, real=0.05 secs] 
2021-01-19T13:39:19.764-0800: 65.524: [GC (Allocation Failure) [PSYoungGen: 2434844K->329339K(2456576K)] 5286049K->3223438K(8049152K), 0.0604311 secs] [Times: user=0.21 sys=0.13, real=0.06 secs] 
2021-01-19T13:39:20.118-0800: 65.878: [GC (Allocation Failure) [PSYoungGen: 2447483K->334641K(2452992K)] 5341582K->3279931K(8045568K), 0.0724115 secs] [Times: user=0.22 sys=0.16, real=0.08 secs] 
2021-01-19T13:39:20.460-0800: 66.220: [GC (Allocation Failure) [PSYoungGen: 2452785K->325169K(2456064K)] 5398075K->3312808K(8048640K), 0.0623464 secs] [Times: user=0.20 sys=0.13, real=0.06 secs] 
2021-01-19T13:39:20.804-0800: 66.564: [GC (Allocation Failure) [PSYoungGen: 2439729K->313857K(2454528K)] 5427368K->3341979K(8047104K), 0.0810089 secs] [Times: user=0.17 sys=0.07, real=0.08 secs] 
2021-01-19T13:39:21.187-0800: 66.947: [GC (Allocation Failure) [PSYoungGen: 2428417K->330962K(2453504K)] 5456539K->3400555K(8046080K), 0.0655287 secs] [Times: user=0.20 sys=0.12, real=0.07 secs] 
2021-01-19T13:39:21.527-0800: 67.287: [GC (Allocation Failure) [PSYoungGen: 2443986K->332781K(2445824K)] 5513579K->3448562K(8038400K), 0.0709517 secs] [Times: user=0.19 sys=0.16, real=0.07 secs] 
2021-01-19T13:39:21.878-0800: 67.638: [GC (Allocation Failure) [PSYoungGen: 2445805K->320824K(2454016K)] 5561586K->3478436K(8046592K), 0.0669301 secs] [Times: user=0.22 sys=0.14, real=0.07 secs] 
2021-01-19T13:39:22.223-0800: 67.983: [GC (Allocation Failure) [PSYoungGen: 2432312K->318114K(2453504K)] 5589924K->3522162K(8046080K), 0.0684180 secs] [Times: user=0.19 sys=0.14, real=0.07 secs] 
2021-01-19T13:39:22.575-0800: 68.335: [GC (Allocation Failure) [PSYoungGen: 2429602K->329728K(2454528K)] 5633650K->3577202K(8047104K), 0.0701144 secs] [Times: user=0.22 sys=0.12, real=0.07 secs] 
2021-01-19T13:39:22.922-0800: 68.682: [GC (Allocation Failure) [PSYoungGen: 2442752K->318782K(2454528K)] 5690226K->3609065K(8047104K), 0.0586489 secs] [Times: user=0.20 sys=0.14, real=0.06 secs] 
2021-01-19T13:39:23.252-0800: 69.012: [GC (Allocation Failure) [PSYoungGen: 2431806K->315530K(2455040K)] 5722089K->3647717K(8047616K), 0.0666467 secs] [Times: user=0.21 sys=0.11, real=0.06 secs] 
2021-01-19T13:39:23.614-0800: 69.374: [GC (Allocation Failure) [PSYoungGen: 2429578K->320266K(2455040K)] 5761765K->3686004K(8047616K), 0.0613172 secs] [Times: user=0.21 sys=0.11, real=0.06 secs] 
2021-01-19T13:39:23.970-0800: 69.730: [GC (Allocation Failure) [PSYoungGen: 2434314K->326094K(2456576K)] 5800052K->3735886K(8049152K), 0.0728134 secs] [Times: user=0.21 sys=0.10, real=0.07 secs] 
2021-01-19T13:39:24.349-0800: 70.109: [GC (Allocation Failure) [PSYoungGen: 2442702K->322651K(2456064K)] 5852494K->3773944K(8048640K), 0.0653035 secs] [Times: user=0.22 sys=0.13, real=0.07 secs] 
2021-01-19T13:39:24.696-0800: 70.456: [GC (Allocation Failure) [PSYoungGen: 2439259K->321666K(2459136K)] 5890552K->3814580K(8051712K), 0.0644469 secs] [Times: user=0.23 sys=0.13, real=0.07 secs] 
2021-01-19T13:39:25.026-0800: 70.786: [GC (Allocation Failure) [PSYoungGen: 2442882K->325122K(2458112K)] 5935796K->3861840K(8050688K), 0.0683209 secs] [Times: user=0.23 sys=0.14, real=0.07 secs] 
2021-01-19T13:39:25.416-0800: 71.176: [GC (Allocation Failure) [PSYoungGen: 2446338K->327463K(2459648K)] 5983056K->3899558K(8052224K), 0.0670765 secs] [Times: user=0.24 sys=0.11, real=0.07 secs] 
2021-01-19T13:39:25.781-0800: 71.541: [GC (Allocation Failure) [PSYoungGen: 2450727K->328493K(2451968K)] 6022822K->3940259K(8044544K), 0.0648429 secs] [Times: user=0.23 sys=0.13, real=0.06 secs] 
2021-01-19T13:39:26.133-0800: 71.893: [GC (Allocation Failure) [PSYoungGen: 2451757K->320550K(2459648K)] 6063523K->3972865K(8052224K), 0.0627115 secs] [Times: user=0.21 sys=0.13, real=0.06 secs] 
2021-01-19T13:39:26.477-0800: 72.237: [GC (Allocation Failure) [PSYoungGen: 2443302K->324933K(2459136K)] 6095617K->4022388K(8051712K), 0.0674870 secs] [Times: user=0.23 sys=0.15, real=0.07 secs] 
2021-01-19T13:39:26.823-0800: 72.583: [GC (Allocation Failure) [PSYoungGen: 2447685K->320678K(2461184K)] 6145140K->4060941K(8053760K), 0.0648092 secs] [Times: user=0.23 sys=0.14, real=0.06 secs] 
2021-01-19T13:39:27.163-0800: 72.923: [GC (Allocation Failure) [PSYoungGen: 2446502K->318207K(2460672K)] 6186765K->4098047K(8053248K), 0.0726182 secs] [Times: user=0.21 sys=0.11, real=0.07 secs] 
2021-01-19T13:39:27.519-0800: 73.279: [GC (Allocation Failure) [PSYoungGen: 2444031K->327165K(2461184K)] 6223871K->4155618K(8053760K), 0.0743525 secs] [Times: user=0.23 sys=0.14, real=0.08 secs] 
2021-01-19T13:39:27.879-0800: 73.639: [GC (Allocation Failure) [PSYoungGen: 2453501K->326806K(2453504K)] 6281954K->4190634K(8046080K), 0.0648085 secs] [Times: user=0.24 sys=0.11, real=0.07 secs] 
2021-01-19T13:39:28.224-0800: 73.984: [GC (Allocation Failure) [PSYoungGen: 2453142K->318677K(2461184K)] 6316970K->4225974K(8053760K), 0.0638493 secs] [Times: user=0.23 sys=0.13, real=0.06 secs] 
2021-01-19T13:39:28.564-0800: 74.324: [GC (Allocation Failure) [PSYoungGen: 2444501K->308404K(2434560K)] 6351798K->4262195K(8027136K), 0.0680556 secs] [Times: user=0.21 sys=0.14, real=0.07 secs] 
2021-01-19T13:39:28.927-0800: 74.687: [GC (Allocation Failure) [PSYoungGen: 2434228K->331904K(2455552K)] 6388019K->4325697K(8048128K), 0.0647265 secs] [Times: user=0.24 sys=0.13, real=0.07 secs] 
2021-01-19T13:39:29.276-0800: 75.036: [GC (Allocation Failure) [PSYoungGen: 2451072K->331129K(2450432K)] 6444865K->4365279K(8043008K), 0.0658554 secs] [Times: user=0.27 sys=0.12, real=0.07 secs] 
2021-01-19T13:39:29.615-0800: 75.375: [GC (Allocation Failure) [PSYoungGen: 2450297K->330377K(2454016K)] 6484447K->4407166K(8046592K), 0.0640801 secs] [Times: user=0.24 sys=0.12, real=0.06 secs] 
2021-01-19T13:39:29.966-0800: 75.726: [GC (Allocation Failure) [PSYoungGen: 2444425K->338440K(2452992K)] 6521214K->4453500K(8045568K), 0.0680208 secs] [Times: user=0.25 sys=0.12, real=0.07 secs] 
2021-01-19T13:39:30.328-0800: 76.088: [GC (Allocation Failure) [PSYoungGen: 2452488K->306004K(2446848K)] 6567548K->4460836K(8039424K), 0.0643364 secs] [Times: user=0.23 sys=0.11, real=0.07 secs] 
2021-01-19T13:39:30.687-0800: 76.447: [GC (Allocation Failure) [PSYoungGen: 2409812K->322676K(2449920K)] 6564644K->4518878K(8042496K), 0.0695935 secs] [Times: user=0.26 sys=0.12, real=0.07 secs] 
2021-01-19T13:39:31.035-0800: 76.795: [GC (Allocation Failure) [PSYoungGen: 2426484K->313067K(2451968K)] 6622686K->4554769K(8044544K), 0.0636711 secs] [Times: user=0.23 sys=0.13, real=0.07 secs] 
2021-01-19T13:39:31.376-0800: 77.136: [GC (Allocation Failure) [PSYoungGen: 2420971K->324543K(2451968K)] 6662673K->4609540K(8044544K), 0.0655898 secs] [Times: user=0.22 sys=0.10, real=0.07 secs] 
2021-01-19T13:39:31.704-0800: 77.464: [GC (Allocation Failure) [PSYoungGen: 2432447K->342207K(2443264K)] 6717444K->4673032K(8035840K), 0.0689677 secs] [Times: user=0.20 sys=0.13, real=0.07 secs] 
2021-01-19T13:39:32.072-0800: 77.832: [GC (Allocation Failure) [PSYoungGen: 2442943K->322767K(2448384K)] 6773768K->4697828K(8040960K), 0.0693874 secs] [Times: user=0.20 sys=0.11, real=0.07 secs] 
2021-01-19T13:39:32.404-0800: 78.164: [GC (Allocation Failure) [PSYoungGen: 2423503K->328746K(2450944K)] 6798564K->4749057K(8043520K), 0.0690525 secs] [Times: user=0.23 sys=0.13, real=0.07 secs] 
2021-01-19T13:39:32.755-0800: 78.515: [GC (Allocation Failure) [PSYoungGen: 2434090K->329332K(2450432K)] 6854401K->4800931K(8043008K), 0.0712528 secs] [Times: user=0.24 sys=0.16, real=0.07 secs] 
